#,Call No,Title,Authors,Barcode,Price,Status,Date Created,Genre
639,937 CHR,Ancient Rome,Peter. Chrisp,30385038510250,$11.00,In,"2020,04,25","historical,adventure,juvenile literature"
650,F WAD,And Then It Happened - Book 3,,30385038518988,$10.00,Lost,"2020,04,26","humorous stories,childrens stories,adventure,friendship"
651,F WAD,And Then It Happened - Book 7,M &#38;#38;#38; L. Wade,30385038518984,$10.00,In,"2020,04,26","juvenile literature,adventure,friendship,humor"
652,F WAD,And Then It Happened - Book 8,M &#38;#38;#38; L. Wade,30385038518983,$0.00,In,"2020,04,25","mystery and detective stories,adventure and adventurers,friendship,juvenile literature,humorous stories"
654,F WAD,And Then It Happened Book 9,M &#38;#38;#38; L Wade,30385038518086,$6.00,Lost,"2020,04,26","""juvenile literature"",""friendship"",""humorous stories"",""adventure and adventurers"""
656,E SAL,Andrew drew and drew,Barney. Saltzberg,30385038519365,$18.00,In,"2020,04,26","picture books,friendship,humorous stories"
662,617.9 WAR,The Anesthesiologist,Sally G. Ward,30385038505342,$12.95,In,"2020,04,26","medical,non-fiction,photography,healthcare,biography"
667,E HOL,Angelina on stage,Katharine. Holabird,30385038509843,$21.00,In,"2020,04,25","juvenile literature,friendship,picture books,animals"
669,598.14 ESB,"Angry Birds  animal eggventures : join the Angry Birds on a ""round the world adventure in search of their stolen e",Jill. Esbaum,30385038519141,$0.00,In,"2020,04,25","adventure,animals,friendship,humor"
671,E 573 MAR,Animal Armor : National geographic.,Laura Marsh,30385000000825,$5.00,In,"2023,10,02","animals,adventure,juvenile literature"
672,591.5 SOM,Animal Battles : Burmese Python vs. Sun Bear.,Nathan Sommer,30385000001533,$0.00,In,"2023,12,06","animals,adventure,juvenile literature,picture books,friendship"
673,591.5 SOM,Animal Battles : Crocodile Monitor vs. Southern Cassowary.,Nathan Sommer,30385000001539,$0.00,In,"2023,12,06","animals,adventure,action and adventure,fantasy"
674,591.5 SOM,Animal Battles : Ostrich vs. Cheetah.,Nathan Sommer,30385000001542,$0.00,In,"2023,12,06","animals,adventure,juvenile literature,friendship"
676,591.47 KAN,Animal defenses : how animals protect themselves,Etta. Kaner,30385038505152,$6.95,In,"2020,04,25","animals,juvenile literature,picture books,humor"
677,591.39 PUB,Animal Families,DK Publishing,30385038516964,$12.99,In,"2020,04,26","animals,juvenile literature,picture books,family"
681,J639.9/6 COE,Animal hospital : rescuing urban wildlife,Julia Coey,30385038521163,$9.95,In,"2020,04,26","animals,adventure,friendship,wildlife rescue,urban wildlife"
682,636.089 HOD,Animal hospital,Judith Hodge,30385038511724,$5.00,In,"2020,04,26","animal hospital,friendship,adventure and adventurers,animals,humorous stories"
684,636 GLE,Animal Rights Activist,Carrie Gleason,30385038516736,$20.00,In,"2020,04,25","animal rights,activism,juvenile literature,friendship,social themes"
688,590 ANI,Animals,René. Mettler,30385038512805,$5.35,In,"2020,04,26","illustrated,juvenile,animals,friendship,adventure"
702,GN Sch,Anime and manga mega handbook,Scholastic,30385000001095,$21.00,In,"2023,10,18","fantasy,adventure,manga,comics,friendship"
703,F APP,Animorphs #2: The Visitor,K.A. Applegate,30385038520110,$6.99,In,"2020,04,25","science fiction,adventure,fantasy,juvenile literature"
704,567.915 MAT,Ankylosaurus,Rupert. Matthews,30385038512441,$25.00,In,"2020,04,26","fictional,adventure,juvenile literature,dinosaurs,animals"
717,512 ANN,Anno's mysterious multiplying jar,Masaichiro. Anno,30385038504604,$9.99,In,"2020,04,26","juvenile literature,friendship,adventure and adventurers,picture books,mystery and detective stories"
719,363.738 SOM,Antarctic melting : the disappearing Antarctic ice cap.,Michael A. Sommers,30385038514595,$0.00,In,"2020,04,26","science,environment,non-fiction"
720,E KEN,Antiracist baby,Ibram X. Kendi,30385000000378,$0.00,In,"2022,01,20","picture books,social themes,children's literature,African Americans"
731,F SHO,Any Pet Will Do,Nancy. Shouse,30385038513941,$9.00,In,"2020,04,26","juvenile literature,friendship,animals,humorous stories,adventure"
737,F SHO,Any Pet Will Do,Nancy. Shouse,30385038514046,$9.00,In,"2020,04,26","juvenile literature,friendship,animals,humorous stories,adventure"
738,E GAY,Any Questions?,MarieLouise Gay,30385038519942,$19.95,In,"2020,04,26","comics and graphic novels,humor,mystery and detective stories,friendship,adventure and adventurers"
743,F LIT,Anything but okay,Sarah Littman,30385000000609,$0.00,In,"2022,01,25","family life,friendship,young adult,realistic fiction,social themes"
752,F MEL,The Apothecary,Maile Meloy,30385038519221,$7.99,In,"2020,04,26","adventure,friendship,mystery,fantasy,juvenile literature"
755,F KLE,Apple Orchard Race,Abby Klein,30385038518029,$5.99,In,"2020,04,26","juvenile literature,friendship,adventure and adventurers,childrens stories,family life"
760,634 ROB,Apples,Ken. Robbins,30385038510711,$26.00,In,"2020,04,26","juvenile literature,friendship,adventure and adventurers,pictorial works"
768,E JAR,Arabella Miller's tiny caterpillar,Clare. Jarrett,30385038514945,$18.50,In,"2020,04,26","childrens stories,friendship,adventure and adventurers,humor"
779,741.5 GOL,Archie Americana Series Volume 8: Best Of The Sixties Book 2,Various,30385038516522,$5.00,In,"2020,04,26","historical,comics and graphic novels,adventure,friendship"
785,979.800 ANS,Arctic peoples,Mir Tamim. Ansary,30385038505233,$15.00,In,"2020,04,26","history,adventure and adventurers,biography,arctic regions"
787,508.311 FOR,Arctic tundra,Michael H. Forman,30385038500090,$1.00,In,"2020,04,26","adventure,animals,friendship,juvenile literature,nature"
789,591.70911 MAC,Arctic,Lorrie. Mack,30385038514669,$17.00,In,"2020,04,26","childrens literature,adventure,friendship,animals,arctic regions"
792,001.9 OME,Are You Afraid Yet?: The Science Behind Scary Stuff,Stephen James O'Meara,30385038517311,$9.95,In,"2020,04,26","horror,science,mystery and detective,supernatural,thrillers"
794,E EAS,Are You My Mother?,P.D. Eastman,30385038518189,$9.00,In,"2020,04,25","juvenile literature,friendship,animals,picture books"
800,F HOR,Ark Angel,Anthony Horowitz,30385038514288,$10.00,In transition,"2020,04,25","adventure,mystery,juvenile literature,action and adventure,spy stories"
803,612 SCH,"Arms, elbows, hands, and fingers",Lola M. Schaefer,30385038511027,$20.00,In,"2020,04,25","juvenile literature,friendship,adventure stories,animals"
804,595.79 MAR,Army ants,Sandra. Markle,30385038514965,$0.00,In,"2020,04,25","adventure,animals,friendship,juvenile literature,picture books"
810,759.13,Art From Her Heart,Kathy Whitehead,30385038516453,$16.99,In,"2020,04,26","fantasy,friendship,childrens stories,picture books"
827,F KRE,Arthur and the goalie ghost,Stephen. Krensky,30385038514353,$0.00,In,"2020,04,26","juvenile literature,friendship,adventure and adventurers,mystery and detective stories"
828,F KRE,Arthur and the goalie ghost,Stephen. Krensky,30385038506902,$0.00,In,"2020,04,25","fiction,adventure,humor"
829,E KRE,Arthur and the lost diary,Stephen. Krensky,30385038505115,$5.50,In,"2020,04,26","fantasy,adventure,juvenile literature,friendship,mystery and detective stories"
843,E BRO,Arthur's baby,Marc Tolon. Brown,30385038501221,$8.00,In,"2020,04,26","picture books,friendship,adventure,juvenile literature"
873,GN CHO,Aru Shah and the end of time - Graphic Novel,Joe Caramagna,30385000001578,$20.00,In,"2023,11,30","fantasy,graphic novels,adventure,friendship,mythology"
874,323.092 MIC,As Good as Anybody: Martin Luther King and Abraham Joshua Heschel's Amazing Marc,Richard Michelson,30385038516251,$16.99,In,"2020,04,26","biography,history,friendship,social themes"
875,YA PEP,As Long As We're Together,Brianna Peppins,30385000000829,$13.50,In,"2023,10,02","friendship,juvenile literature,family life,siblings,children's stories"
876,YA PEP,As Long As We're Together,Brianna Peppins,30385000001161,$13.50,In,"2023,10,05","fiction,friendship,adventure,juvenile literature"
877,YA PEP,As Long As We're Together,Brianna Peppins,30385000001407,$13.50,In,"2023,11,02","fiction,friendship,adventure,juvenile literature"
881,591 LLE,Ask Dr K Fisher about animals,Claire. Llewellyn,30385038515040,$0.00,In,"2020,04,25","animals,juvenile literature,friendship,humorous stories"
882,597.9 LLE,Ask Dr. K.Fisher About Reptiles,Claire Llewellyn,30385038516940,$10.99,In,"2020,04,25","animals,adventure,friendship,juvenile literature,humor"
884,F SAN,The Assassin's Curse,Kevin Sands,30385038521329,$13.00,In,"2020,04,26","fantasy,adventure and adventurers,friendship,mystery and detective stories"
885,629.47 HAY,Astronaut : living in space,Kate. Hayden,30385038505723,$5.95,In,"2020,04,25","space and time,adventure and adventurers,juvenile literature,science fiction"
886,520.23 HAY,Astronomers,Julie. Haydon,30385038513079,$10.00,In,"2020,04,25","mystery and detective stories,adventure,juvenile literature,friendship,fictionjuvenil"
888,E CAR,At Grandpa's Sugar Bush,Margaret Carney,30385038517474,$15.95,In,"2020,04,26","juvenile literature,friendship,family life,adventure"
889,363.137 LLE,At home,Claire. Llewellyn,30385038515047,$9.00,In,"2020,04,26","family life,picture books,humor,children's literature"
891,796 BRY,At the beach,Karen. BryantMole,30385038506378,$10.95,In,"2020,04,26","juvenile literature,friendship,adventure and adventurers,picture books"
894,153.8 VER,At the Edge: Daring Acts Indesperate Times,Larry Verstraete,30385038516883,$8.99,In,"2020,04,25","adventure,friendship,juvenile literature,action and adventure,survival"
898,940.4 BRE,At Vimy Ridge : Canada's greatest World War I victory,Hugh. Brewster,30385038515683,$0.00,In,"2020,04,25","war,history,biography,military"
899,741.5 O'C,Athena : grey-eyed goddess,George. O'Connor,30385038520574,$10.00,Lost,"2020,04,25","fantasy,adventure,mythology,children's literature,greek mythology"
900,FIC HOL,Athena the brain,Joan. Holub,30385038520727,$7.99,In,"2020,04,26","juvenile literature,friendship,adventure and adventurers,schools,humor"
903,523.1 GAR,Atlas of the universe,Mark A. (Mark Antony) Garlick,30385038515146,$24.00,In,"2020,04,26","astronomy,science,pictorial works,juvenile literature"
908,F STI,Attack of the bandit cats,Geronimo. Stilton,30385038513267,$8.00,In,"2020,04,25","adventure,friendship,humor,mystery,animals"
920,F PAL,Auggie & Me,P.J. Palacio,30385038521180,$20.00,In,"2020,04,26","juvenile literature,friendship,schools,family life,adventure"
924,994 BAN,Australia.,Erinn. Banting,30385038517661,$10.00,In,"2020,04,26","fiction,juvenile literature,adventure,friendship,animals"
928,629.28 023 WEI,Auto mechanic,Aileen Weintraub,30385038513064,$10.00,In,"2020,04,25","comics and graphic novels,biography,adventure,juvenile literature,friendship"
930,508.2 SAU,Autumn,Gail. SaundersSmith,30385038500523,$1.00,In,"2020,04,25","juvenile literature,friendship,adventure and adventurers,friendship,animals"
932,ED E LIN,"Autumn Peltier, water warrior",Carole Lindstrom,30385000001518,$25.00,In,"2023,11,30","juvenile literature,biography,friendship,social themes"
933,E CHR,Ava and the Little Folk,Neil Christopher,30385038519353,$13.95,In,"2020,04,25","fantasy,adventure,friendship,childrens stories"
935,E ROS,Avalanche,Michael J. Rosen,30385038501795,$1.00,In,"2020,04,25","adventure,friendship,juvenile literature,mystery and detective stories,fantasy"
936,551.57 DRO,Avalanches,Michele Ingber. Drohan,30385038505328,$24.95,In,"2020,04,26","adventure,friendship,juvenile literature,mystery and detective stories,fantasy"
937,F CAB,Avalon High,Meg Cabot,30385038518180,$0.00,In,"2020,04,25","fantasy,friendship,adventure,mystery and detective stories,teenagers"
948,F SIL,"The Awesome, almost 100% true adventures of Matt & Craz",Alan. Silberberg,30385038519329,$20.00,In,"2020,04,26","adventure,friendship,humorous stories,juvenile literature"
952,RUT,Awesome orange birthday,Mitali Banerjee. Ruths,30385000001051,$0.00,In,"2023,10,17","juvenile literature,friendship,adventure and adventurers,humor,birthdays"
959,027 PRI,B is for Bookworm,Anita C. Prieto,30385038514006,$0.00,In,"2020,04,26","juvenile literature,friendship,adventure and adventurers,childrens stories,picture books"
961,PB ESN,Babajoon's Treasure,Farnaz Esnaashari,30385000001546,$0.00,In,"2023,12,06","adventure,friendship,mystery,fantasy,children's stories"
962,613.7 BRU,Babar's yoga for elephants,Laurent de Brunhoff,30385038509495,$17.00,In,"2020,04,26","picture books,animals,friendship,humor"
976,GN TEL,The Baby-Sitters Club #1: Kristy's Great Idea,Raina Telgemeier,30385000001612,$13.00,In,"2023,12,01","juvenile literature,friendship,adventure and adventurers,graphic novels,girls"
977,741.5 MAR,The Baby-sitter's Club #12: Jessi's Secret Language,Ann M. Martin,30385000000842,$17.00,In,"2023,10,02","juvenile literature,friendship,adventure and adventurers,schools,mystery and detective stories"
978,GN CHE,The Baby-Sitters Club #13: Mary Anne's Bad Luck Mystery,Cynthia Yuan Cheng,30385000000850,$17.00,In,"2023,10,02","mystery and detective stories,friendship,juvenile literature,humor,girls"
979,GN GAL,Baby-sitters Club #7 Boy-crazy Stacey,Galligan,30385000001630,$14.00,In,"2023,11,30","""Juvenile literature"",""Friendship"",""Humorous stories"",""Children's stories"""
980,GN CRE,THE BABY-SITTERS CLUB STACEY'S MISTAKE,Ann M. Martin,30385000000944,$0.00,In,"2023,10,17","juvenile literature,friendship,adventure and adventurers"
983,741.5 MAR,Baby-sitters Club : The Truth About Stacey,Ann M. Martin,30385000001615,$13.00,In,"2023,11,30","juvenile literature,friendship,mystery and detective stories,family life"
984,GN 741.5 FAR,Baby-Sitters Little Sister #6: Karen's Birthday,Kary Farina,30385000000844,$16.00,Out,"2023,10,02","juvenile literature,friendship,family life,humorous stories,siblings"
985,741.5,Baby-sitters little sister Karen's Witch,Katy. Farina,30385000000292,$0.00,In,"2021,11,04","juvenile literature,friendship,adventure stories,magic,witches"
988,741.5 HOL,Babymouse : cupcake tycoon,Jennifer L. Holm,30385038519499,$6.99,In,"2020,04,25","graphic novels,friendship,humor,adventure"
989,741.5/973 HOL,Babymouse : cupcake tycoon,Jennifer L. Holm,30385038520240,$9.00,Lost,"2020,04,25","graphic novels,humorous stories,friendship,juvenile literature"
990,741.5/973 HOL,Babymouse : dragonslayer,Jennifer L. Holm,30385038520241,$9.00,In,"2020,04,26","childrens stories,friendship,adventure,fantasy,humor"
991,741.5/973 HOL,Babymouse goes for the gold,Jennifer L. Holm,30385038520239,$9.00,In,"2020,04,26","comic books,friendship,adventure,humor"
993,741.5 HOL,Babymouse:  Heartbreaker,Jennifer L. Holm,30385038514464,$8.00,In,"2020,04,25","juvenile literature,friendship,humorous stories,graphic novels,friendship"
994,741.5 HOL,Babymouse : our hero,Jennifer L. Holm,30385038519964,$8.00,In,"2020,04,26","juvenile literature,friendship,adventure and adventurers,humor"
996,741.5 HOL,Babymouse:  Rock Star,Jennifer L. Holm,30385038514463,$8.00,In,"2020,04,25","comic books,friendship,humor,juvenile literature"
998,741.5/973 HOL,Babymouse : skater girl,Jennifer L. Holm,30385038520243,$9.00,In,"2020,04,25","humorous stories,friendship,adventure and adventurers,juvenile literature"
999,F HOL,Babymouse - Tales from the Locker,Jennifer L. Holm,30385038521525,$19.00,In,"2020,04,25","graphic novels,juvenile literature,friendship,humor,schools"
1000,780.92 BAC CEN,Bach,Greta. Cencetti,30385038509502,$15.00,In,"2020,04,25","adventure,friendship,juvenile literature,mystery and detective stories"
1015,F LUP,Bad food : Night of the Living Bread.,Eric Luper,30385000000936,$0.00,In,"2023,10,16","humorous stories,horror tales,mystery and detective stories,fantasy,childrens stories"
1021,GN BLA,The Bad Guys 10: The Baddest Day Ever : The Bad Guys 10: The Baddest Day Ever,Aaron Blabey,30385000001590,$0.00,In,"2023,11,30","adventure,friendship,juvenile literature,humorous stories"
1022,GN 741.5 BLA,The Bad Guys 17:Let the Games Begin,Aaron Blabey,30385000001007,$9.00,In,"2023,10,18","humorous stories,adventure and adventurers,friendship,action and adventure,animals"
1023,F BLA,The Bad Guys #18 : in Look Who's Talking,Aaron. Blabey,30385000003835,$10.00,In,"2024,06,11","humorous stories,adventure,action and adventure,juvenile literature,friendship"
1024,741.5 BLA,The Bad Guys in Attack of the Zittens,Aaron. Blabey,30385038521516,$8.00,In,"2020,04,26","humorous stories,adventure,action and adventure,friendship"
1025,741.5 Bla,The Bad Guys in Cut to the Chase,Aaron Blabey,30385000000294,$0.00,In,"2021,11,04","humorous stories,adventure and adventurers,graphic novels,friendship,action and adventure"
1026,JF BLA,The Bad Guys in Cut to the chase #13,Aaron. Blabey,30385000001583,$10.00,In,"2023,11,30","humorous stories,friendship,adventure and adventurers,juvenile literature"
1027,741.5 BLA,The Bad Guys in Dawn of the Underlord,Aaron Blabey,30385000000293,$0.00,In,"2021,11,04","humorous stories,adventure and adventurers,friendship,juvenile literature,animals"
1039,F BRU,Bad Kitty: Puppy's Big Day,Nick Bruel,30385038519843,$11.50,In,"2020,04,26","humorous stories,animals,picture books,cats,friendship"
1042,F KRU,Bad rap,Nancy E. Krulik,30385038513243,$7.00,In,"2020,04,25","humorous stories,adventure,juvenile literature,friendship"
1051,E SIE,Ballyhoo Bay,Judy Sierra,30385038517310,$16.99,In,"2020,04,25","adventure,friendship,juvenile literature,humorous stories,picture books"
1056,E MIL,The Banana-Leaf Ball: How Play Can Change the World,Katie Smith Milway,30385038521003,$20.00,In,"2020,04,25","juvenile literature,friendship,adventure and adventurers,social themes"
1057,641.5 SCH,Banana split pizza and other snack recipes,Heather E. Schwartz,30385038517528,$5.00,In,"2020,04,26","comics and graphic novels,humorous stories,childrens stories,friendship"
1059,YA FLA,Bang!,Sharon Flake,30385038516463,$7.99,In,"2020,04,25","adventure,friendship,juvenile literature,humor"
1063,F SID,Barakah Beats,Maleeha Siddiqui,30385000001292,$0.00,In,"2023,10,23","fiction,adventure,friendship,juvenile literature"
1064,F SID,Barakah Beats,Maleeha Siddiqui,30385000001289,$0.00,In,"2023,10,23","adventure,friendship,juvenile literature,magic,mystery and detective stories"
1065,F SID,Barakah Beats,Maleeha Siddiqui,30385000001319,$0.00,In,"2023,11,02","juvenile literature,friendship,adventure and adventurers,fiction juvenile,young adult,fantasy"
1066,972.981 ORR,Barbados,Tamra. Orr,30385038511513,$25.00,In,"2020,04,25","juvenile literature,friendship,adventure and adventurers,picture books"
1071,F ROB,The Barren Grounds,David Robertson,30385000001179,$13.00,Out,"2023,10,05","fantasy,adventure and adventurers,juvenile literature,friendship,magic"
1072,E DEV,Barthello's wing : a tale of a very brave bug,Janie. DeVos,30385038515001,$6.00,In,"2020,04,25","juvenile literature,friendship,adventure and adventurers,animals,humorous stories"
1077,796.357 KEL,Baseball,James Kelley,30385038507113,$0.00,In,"2020,04,25","sports,childrens stories,history,biography"
1080,796.35 GIF,Basket Ball and other Ball Sports,Clive. Gifford,30385038518755,$9.00,In,"2020,04,25","sports,juvenile literature,friendship,adventure,children's stories"
1083,E PAU,Basketball Dreams,Chris PAUL,30385000001462,$0.00,In,"2023,11,02","sports,juvenile literature,friendship,adventure"
1086,796.323092'273 SEG,Basketball now! : the stars and stories of the NBA,Adam Elliott Segal,30385038521147,$20.00,In,"2020,04,25","sports,biography,childrens stories,basketball,juvenile literature"
1087,796.323 SYL,Basketballogy : supercool facts you never knew,Kevin Sylvester,30385038521427,$13.00,In,"2020,04,26","childrens stories,humor,sports,facts and trivia"
1088,F ARN,Bat and the End of Everything,Elana K. Arnold,30385000001361,$8.00,In,"2023,11,02","fantasy,adventure,friendship,juvenile literature,magic"
1091,E TEI,Batman,Michael Teitelbaum,30385038519161,$10.00,In,"2020,04,26","adventure,superheroes,comics and graphic novels,mystery and detective stories"
1093,F LER,Batman begins : the junior novel,Peter. Lerangis,30385038513542,$7.00,In,"2020,04,25","Based on the book ""Batman Begins: The Junior Novel"" by Peter Lerangis,relevant genres include: action and adventure,comics and graphic novels,fantasy,superheroes,and adaptations."
1100,E,Battle Bunny,Jon Scieszka,30385038520461,$10.00,In,"2020,04,26","humorous stories,picture books,adventure,friendship"
1103,F PRI,"Battle of Britain : Harry Woods, England, 1939-1941",Chris. Priestley,30385038519045,$7.00,In,"2020,04,25","war,historical fiction,adventure,young adult"
1104,F RIO,The Battle of the Labyrinth,Rick. Riordan,30385038515094,$20.00,In,"2020,04,25","fantasy,adventure,juvenile literature,greek mythology"
1108,577.63 KOC,"Be a Pond Detective: Solving the Mysteries of Lakes, Swamps, and Pools",Peggy Kochanoff,30385038520342,$14.95,In,"2020,04,26","nature,adventure,mystery and detective stories,educational"
1116,E GAI,"Be quiet, Pooh!",Isabel. Gaines,30385038509993,$6.00,In,"2020,04,26","juvenile literature,friendship,humorous stories,picture books,children's stories"
1132,599.78 PET,Bears,Kate. Petty,30385038512437,$25.00,In,"2020,04,25","juvenile literature,friendship,animals,adventure and adventurers,fantasy"
1137,E DUV,"Bear's Year, A",Kathy Duval,30385038520991,$17.99,Lost,"2020,04,25","animal stories,friendship,adventure,juvenile literature"
1141,YA GRA,Beasts of Prey,Ayana Gray,30385000001160,$16.00,Out,"2023,10,05","fantasy,adventure,mystery,friendship"
1143,[E] MCA,Beautiful,Stacy McAnulty,30385038521204,$21.99,In,"2020,04,26","Juvenile literature,friendship,adventure and adventurers,humor,family life"
1149,398.21,Beauty and the Beast,Jan Brett,30385038516455,$16.00,Out,"2020,04,25","fairy tales,picture books,fantasy,juvenile literature,friendship"
1152,599.37 POL,Beavers,Rachel Poliquin,30385038521478,$19.00,In,"2020,04,26","animals,adventure,juvenile literature,friendship,humor"
1160,591.56 WAL,Bed for winter,Karen. Wallace,30385038505722,$5.95,In,"2020,04,25","juvenile literature,friendship,adventure and adventurers,animals,humorous stories"
1166,811.54 FRA,"Bees, snails, & peacock tails : patterns &#38;#38;#38; shapes-- naturally",Betsy. Franco,30385038518259,$20.00,In,"2020,04,26","childrens,humor,nature,animals"
1167,595.79 BIR,Bees up close,Robin. Birch,30385038512410,$11.75,In,"2020,04,25","juvenile literature,animals,friendship,picture books"
1175,E MOR,Before I Was Born,Dwayne Morgan,30385000003748,$20.00,In,"2024,05,21","family life,adventure,juvenile literature,friendship,fantasy"
1177,796.32 SMA,Before They Were Stars,John. Smallwood,30385038514304,$6.00,In,"2020,04,25","biography,juvenile literature,friendship,adventure and adventurers,history"
1180,130 BIR,"Beginner's Guide to Immortality: From Alchemy to Avatars, A",Maria Birmingham,30385038520632,$16.95,In,"2020,04,25","fantasy,adventure,magic,friendship,history"
1181,741.58 TAK,The Beginner's Guide to Manga and Anime,Shuichiro Takeda,30385000003739,$12.00,In,"2024,04,16","manga,anime,juvenile literature,friendship,adventure"
1182,688.7 GRE,Behind the Brand : Lego.,Sara Green,30385000001525,$0.00,In,"2023,12,06","biography,childrens stories,picture books,toys,lego toys"
1183,794.8092 GRE,Behind the Brand : Minecraft.,Sara Green,30385000001544,$0.00,In,"2023,12,06","juvenile literature,adventure and adventurers,friendship,fantasy"
1184,794.8 RAT,Behind the Brand : Pokémon.,Betsy Rathburn,30385000001541,$0.00,Out,"2023,12,06","adventure,friendship,juvenile literature,fantasy,children's stories"
1185,791.4375 POL,Behind the Brand : Star Wars.,Paige V Polinsky,30385000001526,$0.00,In,"2023,12,06","science fiction,adventure,fantasy,children's literature"
1186,302.30285 GRE,Behind the Brand : YouTube.,Sara Green,30385000001536,$0.00,In,"2023,12,06","biography,juvenile literature,friendship,adventure and adventurers"
1197,BEN 2,Benchmark Assessment System 2,,30385038521133,$0.00,Lost,"2020,04,25","fiction,adventure,juvenile literature,friendship,schools"
1200,Rm 205,Benchmark Assessment System Box 2 Gr 3-8,,30385038520836,$0.00,Out,"2020,04,26","fiction,juvenile literature,adventure and adventurers,friendship,schools"
1201,E HUT,Beneath the bridge,H. J. (Hazel J.) Hutchins,30385038513089,$9.00,In,"2020,04,26","juvenile literature,friendship,adventure and adventurers,picture books,family life"
1206,E HOL,Benny and the Bananasaurus Rex,Sarabeth Holden,30385000001560,$21.00,In,"2023,11,30","adventure,friendship,juvenile literature,humorous stories"
1207,F NIC,"Bent, Not Broken: Madeline and Justin",Lorna Schultz Nicholson,30385038521173,$12.95,Lost,"2020,04,25","juvenile literature,friendship,family life,adventure,children's stories"
1208,F BER,The Berenstain Bear Scouts and the evil eye,Stan Berenstain,30385038504009,$0.00,In,"2020,04,26","juvenile literature,friendship,adventure and adventurers,animals,humorous stories"
1210,F BER,The Berenstain Bear Scouts and the sci-fi pizza,Stan Berenstain,30385038503851,$0.00,In,"2020,04,26","juvenile literature,friendship,adventure and adventurers,humorous stories,sci-fi"
1222,E BER,The Berenstain Bears forget their manners,Stan Berenstain,30385038503666,$0.00,In,"2020,04,25","juvenile literature,manners and customs,family life,children's stories,humorous stories"
1224,E BER,The Berenstain bears get stage fright,Stan Berenstain,30385038508530,$4.50,In,"2020,04,25","childrens stories,humor,family life,friendship"
1227,F BER,The Berenstain bears in the freaky funhouse,Stan Berenstain,30385038503697,$0.00,In,"2020,04,25","juvenile literature,adventure and adventurers,friendship,humorous stories,family,mystery and detective stories"
1232,E BER,"Berenstain Bears' mad, mad, mad toy craze",Stan Berenstain,30385038501894,$4.25,In,"2020,04,26","picture books,humorous stories,family,children's stories,siblings"
1233,E BER,The Berenstain bears on the moon,Stan Berenstain,30385038511717,$4.00,In,"2020,04,26","juvenile literature,friendship,adventure and adventurers,animals,humorous stories"
1241,629.227 PIN,Best book of bikes,Amy Ruth Pinchuk,30385038510177,$14.00,In,"2020,04,26","childrens literature,adventure stories,pictorial works,humor,friendship"
1246,E SHA,The Best Diwali Ever,Sonali Shah,30385000001470,$10.00,In,"2023,11,01","childrens literature,friendship,family life,humor"
1247,297.3 MOB,The Best Eid ever,Asma. MobinUddin,30385038519022,$0.00,In,"2020,04,25","juvenile literature,friendship,family life,childrens stories"
1252,E FRY,Best in show!,Sonali. Fry,30385038510466,$5.00,In,"2020,04,25","childrens stories,animals,humor,friendship"
1259,F WAL,Between heaven and earth,Eric Walters,30385038519228,$10.00,In,"2020,04,25","juvenile literature,friendship,adventure and adventurers,fiction juvenile,fantasy,magic"
1266,F WAL,Beverly Hills Maasai,Eric Walters,30385038518010,$12.00,In,"2020,04,26","juvenile literature,friendship,adventure and adventurers,childrens stories,family life"
1270,F STI,Beware! Space Junk!,Geronimo Stilton,30385038520280,$6.99,In,"2020,04,25","humorous stories,adventure stories,juvenile literature,friendship,animals"
1271,F KOR,Beware the fish!,Gordon. Korman,30385038515139,$7.50,In,"2020,04,25","juvenile literature,adventure,friendship,humorous stories"
1274,F TOT,Beyond Blonde,Teresa Toten,30385038518155,$14.00,In,"2020,04,26","childrens stories,adventure,friendship,humor"
1277,F WAT,Beyond the grave,Jude. Watson,30385038516651,$10.00,In,"2020,04,25","mystery and detective stories,adventure,friendship,fantasy"
1288,E OLD,Big bear hug,Nicholas Oldland,30385038518110,$16.95,In,"2020,04,26","juvenile literature,animals,friendship,adventure and adventurers,humorous stories"
1291,591 HAN,The Big book of animals,Sheila. Hanly,30385038501691,$1.00,In,"2020,04,25","animals,juvenile literature,friendship,adventure and adventurers"
1295,595.7 SIM,Big bugs,Seymour. Simon,30385038513211,$6.00,In,"2020,04,25","animals,adventure,picture books,juvenile literature"
1299,567.9 RIP,The Big dinosaur dig,Esther. Ripley,30385038517299,$5.00,In,"2020,04,25","juvenile literature,adventure and adventurers,dinosaurs,friendship,excavation"
1307,E PAG,The Big leaf pile,Josephine. Page,30385038512771,$4.99,In,"2020,04,25","juvenile literature,friendship,adventure and adventurers,picture books"
1308,E PAG,The Big leaf pile,Josephine. Page,30385038507748,$4.99,In,"2020,04,25","childrens stories,friendship,adventure,humor"
1309,F HAL,"Big nap : from the tattered casebook of Chet Gecko, private eye",Bruce. Hale,30385038510067,$9.00,In,"2020,04,25","mystery and detective stories,juvenile literature,humorous stories"
1310,PEI,Big Nate Blasts Off,Lincoln Peirce,30385038521150,$10.00,In,"2020,04,26","comics and graphic novels,humorous stories,friendship,adventure"
1312,F PEI,Big Nate flips out,Lincoln Peirce,30385038519176,$9.00,Out,"2020,04,25","humorous stories,friendship,juvenile,adventure"
1316,[FIC] PEI,Big Nate : in a class by himself,Lincoln. Peirce,30385038518615,$14.00,In,"2020,04,26","humorous stories,schools,graphic novels,friendship"
